# BUSCO version is: 6.0.0 
# The lineage dataset is: mycobacterium_odb12 (Creation date: 2025-05-14, number of genomes: 172, number of BUSCOs: 1512)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
100830at1763	Complete	NODE_9_length_97919_cov_26.930510	96117	95221	-	488.8	275
100836at1763	Complete	NODE_7_length_101874_cov_25.599713	68904	69923	+	625.6	329
100837at1763	Complete	NODE_35_length_50015_cov_26.573812	30537	39746	+	6462.5	3034
100838at1763	Complete	NODE_37_length_46606_cov_25.406026	6136	5462	-	465.2	222
100842at1763	Complete	NODE_46_length_35800_cov_25.504773	33410	32643	-	450.1	243
100846at1763	Complete	NODE_5_length_106117_cov_26.441098	91749	92282	+	383.9	176
100849at1763	Complete	NODE_4_length_113218_cov_24.295605	103674	103267	-	284.6	135
100880at1763	Complete	NODE_63_length_22488_cov_25.776092	18235	20112	+	1281.6	609
100898at1763	Complete	NODE_68_length_19625_cov_26.224422	11510	9234	-	1499.4	684
100902at1763	Complete	NODE_38_length_45596_cov_26.680990	36393	37295	+	470.2	258
100918at1763	Complete	NODE_49_length_30605_cov_26.801068	23490	22666	-	428.1	251
100925at1763	Complete	NODE_25_length_64065_cov_26.626196	51349	50429	-	595.6	301
100927at1763	Complete	NODE_30_length_59440_cov_24.904233	46867	46271	-	379.5	192
100931at1763	Complete	NODE_3_length_131980_cov_26.711379	87892	86018	-	1239.7	623
100939at1763	Complete	NODE_9_length_97919_cov_26.930510	46046	44880	-	745.7	384
100944at1763	Complete	NODE_9_length_97919_cov_26.930510	51388	51050	-	165.2	102
100948at1763	Complete	NODE_34_length_50438_cov_25.530569	33879	33025	-	554.7	281
100955at1763	Complete	NODE_36_length_47284_cov_27.552799	40245	41657	+	888.6	467
100956at1763	Complete	NODE_36_length_47284_cov_27.552799	25142	24768	-	222.9	124
100968at1763	Complete	NODE_41_length_40471_cov_25.802545	32799	33662	+	580.4	273
100975at1763	Complete	NODE_9_length_97919_cov_26.930510	83218	81902	-	836.1	420
100989at1763	Complete	NODE_41_length_40471_cov_25.802545	23375	24205	+	488.0	269
101002at1763	Complete	NODE_5_length_106117_cov_26.441098	99400	98993	-	184.7	97
101004at1763	Duplicated	NODE_1_length_348435_cov_26.263884	164016	165170	+	758.6	383
101004at1763	Duplicated	NODE_1_length_348435_cov_26.263884	184420	183266	-	758.6	383
101021at1763	Complete	NODE_10_length_91534_cov_27.119969	4727	4533	-	149.1	63
101023at1763	Complete	NODE_29_length_60622_cov_26.605616	57060	56473	-	334.2	180
101026at1763	Complete	NODE_81_length_13938_cov_26.976336	8515	8276	-	135.4	71
101034at1763	Complete	NODE_67_length_19765_cov_23.373527	764	342	-	189.8	129
101058at1763	Complete	NODE_45_length_35826_cov_25.505692	27145	29307	+	1414.2	702
101059at1763	Duplicated	NODE_28_length_61498_cov_26.124176	19630	20121	+	208.1	119
101059at1763	Duplicated	NODE_28_length_61498_cov_26.124176	41869	41378	-	208.1	119
101079at1763	Complete	NODE_15_length_78221_cov_25.797029	60612	58864	-	1113.1	569
101087at1763	Complete	NODE_81_length_13938_cov_26.976336	5193	6158	+	601.6	312
101099at1763	Complete	NODE_57_length_26197_cov_25.820789	11824	10826	-	493.6	299
101108at1763	Complete	NODE_35_length_50015_cov_26.573812	16666	17196	+	307.8	166
101142at1763	Complete	NODE_3_length_131980_cov_26.711379	107369	108283	+	587.3	288
101143at1763	Duplicated	NODE_1_length_348435_cov_26.263884	278252	277392	-	593.6	286
101143at1763	Duplicated	NODE_1_length_348435_cov_26.263884	70184	71044	+	593.6	286
101144at1763	Complete	NODE_88_length_11232_cov_26.182788	2229	2924	+	374.3	218
101218at1763	Missing
101223at1763	Complete	NODE_59_length_25523_cov_29.000039	15367	15924	+	301.3	153
101245at1763	Missing
101288at1763	Complete	NODE_48_length_31332_cov_22.401408	9641	8718	-	625.4	306
101294at1763	Complete	NODE_106_length_6329_cov_23.224088	713	132	-	383.0	189
101302at1763	Complete	NODE_25_length_64065_cov_26.626196	63113	61599	-	902.7	459
101327at1763	Complete	NODE_3_length_131980_cov_26.711379	114333	114761	+	246.4	130
101330at1763	Complete	NODE_40_length_40978_cov_26.731327	5559	3244	-	1524.1	758
101338at1763	Complete	NODE_54_length_26843_cov_25.056415	16164	16727	+	355.5	185
101340at1763	Complete	NODE_38_length_45596_cov_26.680990	34661	33306	-	775.4	391
101344at1763	Complete	NODE_7_length_101874_cov_25.599713	22528	21641	-	524.0	283
101349at1763	Complete	NODE_60_length_24995_cov_25.848262	21774	20023	-	1139.7	568
101354at1763	Duplicated	NODE_1_length_348435_cov_26.263884	154266	155279	+	587.4	312
101354at1763	Duplicated	NODE_1_length_348435_cov_26.263884	194170	193157	-	587.4	312
101374at1763	Duplicated	NODE_28_length_61498_cov_26.124176	22710	23468	+	451.6	242
101374at1763	Duplicated	NODE_28_length_61498_cov_26.124176	38789	38031	-	451.6	242
101387at1763	Complete	NODE_38_length_45596_cov_26.680990	1986	997	-	660.9	322
101388at1763	Complete	NODE_7_length_101874_cov_25.599713	28701	29180	+	314.4	155
101389at1763	Complete	NODE_19_length_70437_cov_26.982248	61232	62443	+	795.6	401
101390at1763	Missing
101400at1763	Complete	NODE_3_length_131980_cov_26.711379	101725	102702	+	590.0	320
101426at1763	Complete	NODE_53_length_27610_cov_27.571605	14887	15864	+	435.5	263
101428at1763	Complete	NODE_14_length_81223_cov_26.429843	73142	72408	-	438.9	231
101435at1763	Complete	NODE_21_length_66119_cov_27.177084	34451	32964	-	911.6	478
101459at1763	Complete	NODE_5_length_106117_cov_26.441098	86659	87807	+	721.7	365
101488at1763	Complete	NODE_15_length_78221_cov_25.797029	41153	39948	-	792.4	385
101513at1763	Complete	NODE_4_length_113218_cov_24.295605	67323	68198	+	517.2	259
101521at1763	Complete	NODE_31_length_56331_cov_26.469691	43083	41761	-	892.1	424
101555at1763	Complete	NODE_18_length_71476_cov_28.439264	69867	70517	+	348.0	204
101571at1763	Complete	NODE_33_length_54385_cov_23.969360	27268	28932	+	1102.8	536
101593at1763	Complete	NODE_11_length_86115_cov_26.384342	31779	32597	+	452.5	221
101598at1763	Complete	NODE_8_length_98811_cov_26.943788	20503	19274	-	772.0	403
101599at1763	Complete	NODE_50_length_29790_cov_26.176118	12767	13207	+	286.9	146
101604at1763	Complete	NODE_60_length_24995_cov_25.848262	18133	17474	-	383.0	191
101609at1763	Complete	NODE_88_length_11232_cov_26.182788	6876	8264	+	877.2	426
101614at1763	Complete	NODE_9_length_97919_cov_26.930510	96797	96114	-	402.4	204
101638at1763	Complete	NODE_6_length_102250_cov_26.717734	51173	51586	+	256.8	117
101652at1763	Complete	NODE_19_length_70437_cov_26.982248	59595	58573	-	616.5	320
101659at1763	Fragmented	NODE_9_length_97919_cov_26.930510	65913	65494	-	105.3	127
101676at1763	Complete	NODE_43_length_36700_cov_24.963793	35934	36641	+	489.2	234
101680at1763	Complete	NODE_12_length_86089_cov_25.824931	5306	4149	-	694.9	367
101702at1763	Complete	NODE_66_length_20871_cov_24.463499	20720	20082	-	402.9	208
101715at1763	Complete	NODE_21_length_66119_cov_27.177084	566	78	-	265.7	158
101720at1763	Complete	NODE_2_length_141379_cov_27.290965	104404	104910	+	327.8	157
101724at1763	Complete	NODE_20_length_68832_cov_40.803025	44821	44126	-	381.2	206
101725at1763	Complete	NODE_39_length_44529_cov_27.423378	33446	35422	+	1121.9	606
101736at1763	Duplicated	NODE_50_length_29790_cov_26.176118	10204	10389	+	147.0	61
101736at1763	Duplicated	NODE_184_length_1530_cov_2.512044	1006	821	-	126.0	61
101737at1763	Complete	NODE_17_length_72330_cov_27.105089	24565	25419	+	492.6	282
101743at1763	Complete	NODE_7_length_101874_cov_25.599713	78548	79459	+	637.0	298
101766at1763	Complete	NODE_32_length_55836_cov_24.758138	9216	10505	+	771.6	384
101774at1763	Complete	NODE_29_length_60622_cov_26.605616	59711	59346	-	212.5	118
101783at1763	Complete	NODE_9_length_97919_cov_26.930510	2201	2884	+	460.2	222
101784at1763	Duplicated	NODE_28_length_61498_cov_26.124176	11312	10998	-	175.7	100
101784at1763	Duplicated	NODE_28_length_61498_cov_26.124176	50187	50501	+	175.7	100
101794at1763	Complete	NODE_35_length_50015_cov_26.573812	17193	18281	+	709.5	355
101808at1763	Complete	NODE_41_length_40471_cov_25.802545	33674	34489	+	524.1	272
101837at1763	Complete	NODE_34_length_50438_cov_25.530569	13386	14213	+	324.3	194
101853at1763	Complete	NODE_29_length_60622_cov_26.605616	54374	53079	-	711.2	374
101862at1763	Complete	NODE_53_length_27610_cov_27.571605	25637	26002	+	237.3	121
101869at1763	Complete	NODE_59_length_25523_cov_29.000039	14186	15370	+	796.8	376
101888at1763	Complete	NODE_53_length_27610_cov_27.571605	9133	10215	+	772.9	355
101909at1763	Complete	NODE_30_length_59440_cov_24.904233	46138	45383	-	516.7	250
101932at1763	Complete	NODE_24_length_64205_cov_27.166604	39215	40024	+	537.0	268
101936at1763	Complete	NODE_5_length_106117_cov_26.441098	22826	23497	+	412.4	219
101949at1763	Complete	NODE_36_length_47284_cov_27.552799	29547	30737	+	888.7	395
101950at1763	Complete	NODE_11_length_86115_cov_26.384342	31762	30536	-	704.7	375
101960at1763	Complete	NODE_24_length_64205_cov_27.166604	54053	55063	+	631.1	324
101965at1763	Complete	NODE_38_length_45596_cov_26.680990	13797	12721	-	721.1	353
101974at1763	Complete	NODE_45_length_35826_cov_25.505692	34668	35093	+	239.3	139
101982at1763	Complete	NODE_7_length_101874_cov_25.599713	39537	39007	-	243.0	150
102010at1763	Complete	NODE_30_length_59440_cov_24.904233	13917	14798	+	537.8	283
102039at1763	Complete	NODE_53_length_27610_cov_27.571605	7811	9136	+	842.9	426
102058at1763	Complete	NODE_3_length_131980_cov_26.711379	27267	25969	-	736.3	402
102061at1763	Complete	NODE_4_length_113218_cov_24.295605	40543	39518	-	530.1	310
102073at1763	Complete	NODE_5_length_106117_cov_26.441098	17319	18761	+	1002.4	472
102075at1763	Complete	NODE_24_length_64205_cov_27.166604	2856	3680	+	523.9	259
102098at1763	Complete	NODE_22_length_65767_cov_24.403867	65514	65098	-	274.6	136
102114at1763	Complete	NODE_10_length_91534_cov_27.119969	12923	13510	+	326.7	185
102119at1763	Complete	NODE_30_length_59440_cov_24.904233	55190	54537	-	421.0	213
102127at1763	Complete	NODE_4_length_113218_cov_24.295605	81494	81745	+	129.1	62
102131at1763	Complete	NODE_11_length_86115_cov_26.384342	11203	10712	-	198.3	103
102160at1763	Complete	NODE_89_length_11106_cov_26.416448	1646	945	-	431.0	232
102163at1763	Complete	NODE_41_length_40471_cov_25.802545	2101	4527	+	1324.1	747
102170at1763	Missing
102194at1763	Complete	NODE_65_length_21669_cov_24.533901	7737	6616	-	701.0	363
102204at1763	Complete	NODE_4_length_113218_cov_24.295605	111498	109972	-	929.8	478
102211at1763	Missing
102218at1763	Complete	NODE_6_length_102250_cov_26.717734	54035	55717	+	1005.8	500
102220at1763	Complete	NODE_13_length_83864_cov_25.393975	18369	19328	+	666.3	309
102242at1763	Complete	NODE_5_length_106117_cov_26.441098	57459	58631	+	711.6	371
102258at1763	Complete	NODE_6_length_102250_cov_26.717734	20002	18593	-	921.7	461
102278at1763	Complete	NODE_7_length_101874_cov_25.599713	3903	4304	+	247.3	131
102302at1763	Complete	NODE_25_length_64065_cov_26.626196	43436	42228	-	810.8	394
102323at1763	Missing
102331at1763	Complete	NODE_3_length_131980_cov_26.711379	83439	82309	-	633.7	352
102342at1763	Complete	NODE_11_length_86115_cov_26.384342	37620	38051	+	277.4	136
102374at1763	Missing
102376at1763	Complete	NODE_13_length_83864_cov_25.393975	17791	18372	+	350.7	178
102382at1763	Complete	NODE_5_length_106117_cov_26.441098	2380	3510	+	701.6	363
102403at1763	Complete	NODE_72_length_18043_cov_22.258433	12624	11476	-	791.1	377
102414at1763	Complete	NODE_90_length_11056_cov_25.201476	681	1997	+	698.4	393
102449at1763	Complete	NODE_78_length_15420_cov_24.900736	9015	10619	+	924.6	493
102454at1763	Complete	NODE_67_length_19765_cov_23.373527	10284	9643	-	374.3	192
102455at1763	Complete	NODE_6_length_102250_cov_26.717734	50069	49527	-	389.7	179
102469at1763	Complete	NODE_42_length_39325_cov_26.288626	20936	19386	-	1045.2	500
102482at1763	Complete	NODE_38_length_45596_cov_26.680990	6475	6197	-	144.8	79
102512at1763	Duplicated	NODE_1_length_348435_cov_26.263884	136642	133745	-	1704.6	913
102512at1763	Duplicated	NODE_1_length_348435_cov_26.263884	211794	214691	+	1704.6	913
102522at1763	Complete	NODE_36_length_47284_cov_27.552799	25381	26037	+	419.7	209
102555at1763	Complete	NODE_16_length_74802_cov_26.123546	40110	41144	+	650.6	332
102561at1763	Complete	NODE_58_length_26147_cov_27.231991	19425	19832	+	216.0	125
102564at1763	Complete	NODE_49_length_30605_cov_26.801068	1815	2510	+	449.0	220
102567at1763	Complete	NODE_6_length_102250_cov_26.717734	51579	54038	+	1241.8	617
102569at1763	Complete	NODE_31_length_56331_cov_26.469691	46778	46212	-	361.3	183
102571at1763	Complete	NODE_15_length_78221_cov_25.797029	13538	14065	+	334.1	151
102597at1763	Complete	NODE_12_length_86089_cov_25.824931	81090	82019	+	531.6	289
102600at1763	Complete	NODE_86_length_11873_cov_23.676924	5850	7001	+	556.8	352
102602at1763	Missing
102608at1763	Complete	NODE_19_length_70437_cov_26.982248	58377	57619	-	511.9	249
102635at1763	Complete	NODE_30_length_59440_cov_24.904233	27255	25582	-	966.7	524
102658at1763	Complete	NODE_2_length_141379_cov_27.290965	131491	129194	-	1272.9	711
102659at1763	Complete	NODE_41_length_40471_cov_25.802545	24839	26350	+	998.1	501
102688at1763	Complete	NODE_59_length_25523_cov_29.000039	4419	3613	-	552.8	267
102701at1763	Complete	NODE_42_length_39325_cov_26.288626	18599	17781	-	560.2	271
102715at1763	Complete	NODE_16_length_74802_cov_26.123546	22255	23601	+	838.5	436
102716at1763	Complete	NODE_2_length_141379_cov_27.290965	32471	33424	+	589.5	300
102758at1763	Complete	NODE_64_length_22320_cov_25.903655	9356	10651	+	778.9	406
102764at1763	Complete	NODE_50_length_29790_cov_26.176118	1859	2683	+	525.0	251
102777at1763	Complete	NODE_30_length_59440_cov_24.904233	30938	32287	+	841.5	445
102784at1763	Complete	NODE_2_length_141379_cov_27.290965	39455	40600	+	769.2	382
102791at1763	Complete	NODE_30_length_59440_cov_24.904233	20670	19399	-	829.5	416
102793at1763	Complete	NODE_32_length_55836_cov_24.758138	12963	13817	+	573.0	283
102795at1763	Complete	NODE_55_length_26647_cov_25.525932	19931	19110	-	483.6	252
102820at1763	Complete	NODE_5_length_106117_cov_26.441098	36209	36637	+	258.4	142
102823at1763	Complete	NODE_9_length_97919_cov_26.930510	9715	10512	+	482.0	251
102824at1763	Complete	NODE_68_length_19625_cov_26.224422	14863	13418	-	958.6	468
102828at1763	Complete	NODE_26_length_61803_cov_25.397466	30251	30718	+	280.6	147
102831at1763	Complete	NODE_56_length_26300_cov_24.741677	10939	8552	-	1520.8	784
102840at1763	Missing
102855at1763	Complete	NODE_6_length_102250_cov_26.717734	21534	19999	-	804.6	419
102872at1763	Complete	NODE_72_length_18043_cov_22.258433	9878	7875	-	1212.3	622
102903at1763	Duplicated	NODE_1_length_348435_cov_26.263884	271100	271930	+	420.5	250
102903at1763	Duplicated	NODE_1_length_348435_cov_26.263884	77336	76506	-	420.5	250
102930at1763	Complete	NODE_60_length_24995_cov_25.848262	23477	21774	-	1088.5	509
102939at1763	Complete	NODE_4_length_113218_cov_24.295605	40687	41022	+	174.7	99
102941at1763	Complete	NODE_38_length_45596_cov_26.680990	6147	4741	-	841.4	427
102942at1763	Complete	NODE_53_length_27610_cov_27.571605	16617	17831	+	766.1	383
102948at1763	Duplicated	NODE_1_length_348435_cov_26.263884	102803	103771	+	466.2	313
102948at1763	Duplicated	NODE_1_length_348435_cov_26.263884	245633	244665	-	466.2	313
102978at1763	Complete	NODE_4_length_113218_cov_24.295605	32526	33308	+	462.9	234
102999at1763	Complete	NODE_69_length_18824_cov_29.393823	16167	15085	-	528.5	290
103006at1763	Complete	NODE_32_length_55836_cov_24.758138	17632	18216	+	370.9	188
103020at1763	Complete	NODE_12_length_86089_cov_25.824931	37725	38630	+	595.9	296
103035at1763	Complete	NODE_49_length_30605_cov_26.801068	26181	29159	+	1974.9	908
103042at1763	Complete	NODE_38_length_45596_cov_26.680990	16505	15618	-	519.9	291
103047at1763	Complete	NODE_7_length_101874_cov_25.599713	89443	88994	-	253.6	137
103050at1763	Complete	NODE_7_length_101874_cov_25.599713	28009	28704	+	327.6	218
103054at1763	Complete	NODE_25_length_64065_cov_26.626196	22561	24048	+	916.5	468
103059at1763	Complete	NODE_52_length_27912_cov_25.462583	24626	23613	-	587.0	333
103064at1763	Complete	NODE_4_length_113218_cov_24.295605	39521	39240	-	147.4	76
103068at1763	Complete	NODE_42_length_39325_cov_26.288626	31451	30594	-	530.6	284
103089at1763	Complete	NODE_50_length_29790_cov_26.176118	8950	9318	+	240.7	113
103093at1763	Complete	NODE_33_length_54385_cov_23.969360	28929	29444	+	292.7	155
103104at1763	Complete	NODE_41_length_40471_cov_25.802545	6496	8073	+	966.6	488
103105at1763	Complete	NODE_10_length_91534_cov_27.119969	90616	91338	+	447.4	226
103114at1763	Complete	NODE_5_length_106117_cov_26.441098	15150	16397	+	786.2	402
103119at1763	Complete	NODE_7_length_101874_cov_25.599713	33840	32920	-	589.6	305
103130at1763	Complete	NODE_15_length_78221_cov_25.797029	12730	11423	-	845.9	424
103145at1763	Complete	NODE_130_length_2616_cov_16.648287	316	1242	+	545.2	288
103151at1763	Complete	NODE_36_length_47284_cov_27.552799	39441	40196	+	442.9	242
103158at1763	Complete	NODE_63_length_22488_cov_25.776092	20852	22039	+	841.5	395
103159at1763	Complete	NODE_39_length_44529_cov_27.423378	25035	24430	-	357.9	195
103160at1763	Complete	NODE_4_length_113218_cov_24.295605	1341	142	-	630.3	354
103165at1763	Complete	NODE_25_length_64065_cov_26.626196	8935	11517	+	1454.3	788
103177at1763	Complete	NODE_55_length_26647_cov_25.525932	16416	16934	+	301.9	158
103191at1763	Complete	NODE_18_length_71476_cov_28.439264	30427	29180	-	743.6	396
103197at1763	Complete	NODE_13_length_83864_cov_25.393975	59178	61118	+	1285.3	627
103204at1763	Complete	NODE_17_length_72330_cov_27.105089	48681	47308	-	889.1	451
103211at1763	Missing
103212at1763	Complete	NODE_34_length_50438_cov_25.530569	12082	12861	+	411.3	239
103220at1763	Complete	NODE_9_length_97919_cov_26.930510	33626	32682	-	541.5	284
103238at1763	Complete	NODE_31_length_56331_cov_26.469691	33225	33518	+	169.7	96
103258at1763	Complete	NODE_68_length_19625_cov_26.224422	1375	1632	+	131.7	68
103274at1763	Complete	NODE_70_length_18586_cov_26.848830	12030	12566	+	333.0	171
103286at1763	Complete	NODE_74_length_17306_cov_27.173312	3124	4719	+	888.5	506
103301at1763	Missing
103328at1763	Complete	NODE_15_length_78221_cov_25.797029	15489	16412	+	534.6	284
103330at1763	Complete	NODE_38_length_45596_cov_26.680990	42695	41325	-	832.0	402
103363at1763	Complete	NODE_60_length_24995_cov_25.848262	1590	2582	+	627.1	318
103366at1763	Complete	NODE_55_length_26647_cov_25.525932	20710	20063	-	345.4	204
103374at1763	Complete	NODE_9_length_97919_cov_26.930510	86605	86336	-	183.2	89
103382at1763	Complete	NODE_24_length_64205_cov_27.166604	49468	51465	+	1153.1	583
103384at1763	Fragmented	NODE_105_length_6362_cov_27.523150	794	3	-	436.0	238
103390at1763	Complete	NODE_11_length_86115_cov_26.384342	65856	66662	+	506.5	265
103414at1763	Complete	NODE_68_length_19625_cov_26.224422	17844	18335	+	287.6	141
103427at1763	Complete	NODE_30_length_59440_cov_24.904233	30771	30424	-	175.2	90
103438at1763	Complete	NODE_15_length_78221_cov_25.797029	49948	50502	+	349.7	173
103459at1763	Complete	NODE_16_length_74802_cov_26.123546	37279	38505	+	731.7	376
103463at1763	Complete	NODE_10_length_91534_cov_27.119969	2793	3794	+	544.6	299
103466at1763	Duplicated	NODE_77_length_15589_cov_26.628868	14224	12932	-	755.2	409
103466at1763	Duplicated	NODE_77_length_15589_cov_26.628868	1366	2658	+	755.2	409
103468at1763	Complete	NODE_3_length_131980_cov_26.711379	37237	37944	+	462.0	224
103494at1763	Complete	NODE_90_length_11056_cov_25.201476	11004	9787	-	676.9	373
103496at1763	Complete	NODE_7_length_101874_cov_25.599713	23262	24080	+	423.3	222
103497at1763	Complete	NODE_4_length_113218_cov_24.295605	105696	106451	+	459.2	244
103499at1763	Complete	NODE_20_length_68832_cov_40.803025	61419	60244	-	825.6	391
103500at1763	Complete	NODE_35_length_50015_cov_26.573812	7198	8007	+	452.2	244
103531at1763	Complete	NODE_53_length_27610_cov_27.571605	26022	26453	+	290.8	143
103542at1763	Complete	NODE_20_length_68832_cov_40.803025	57385	56762	-	373.0	203
103547at1763	Complete	NODE_48_length_31332_cov_22.401408	27179	26658	-	333.7	156
103566at1763	Complete	NODE_7_length_101874_cov_25.599713	7838	8767	+	521.6	276
103587at1763	Complete	NODE_72_length_18043_cov_22.258433	6712	5903	-	450.7	239
103588at1763	Complete	NODE_37_length_46606_cov_25.406026	28188	28829	+	364.3	201
103589at1763	Complete	NODE_29_length_60622_cov_26.605616	43235	41307	-	1085.1	573
103607at1763	Complete	NODE_50_length_29790_cov_26.176118	11517	11885	+	232.5	121
103610at1763	Complete	NODE_5_length_106117_cov_26.441098	85553	86584	+	665.7	340
103626at1763	Complete	NODE_40_length_40978_cov_26.731327	27055	28440	+	783.4	441
103627at1763	Complete	NODE_86_length_11873_cov_23.676924	9855	8986	-	506.5	286
103628at1763	Complete	NODE_53_length_27610_cov_27.571605	10319	11269	+	575.9	307
103634at1763	Complete	NODE_4_length_113218_cov_24.295605	30299	31084	+	434.1	248
103636at1763	Complete	NODE_15_length_78221_cov_25.797029	73679	72702	-	619.4	324
103639at1763	Complete	NODE_8_length_98811_cov_26.943788	33316	32762	-	292.6	167
103659at1763	Complete	NODE_53_length_27610_cov_27.571605	11526	13334	+	805.1	380
103664at1763	Complete	NODE_12_length_86089_cov_25.824931	31244	30141	-	698.0	357
103678at1763	Complete	NODE_27_length_61687_cov_27.192355	45730	44345	-	791.1	460
103683at1763	Complete	NODE_15_length_78221_cov_25.797029	30741	32480	+	761.2	449
103685at1763	Complete	NODE_12_length_86089_cov_25.824931	58707	57568	-	722.5	370
103687at1763	Complete	NODE_5_length_106117_cov_26.441098	29306	30274	+	619.7	315
103693at1763	Complete	NODE_19_length_70437_cov_26.982248	66892	65735	-	630.2	355
103697at1763	Complete	NODE_18_length_71476_cov_28.439264	2305	2571	+	133.3	89
103704at1763	Complete	NODE_25_length_64065_cov_26.626196	25186	25836	+	288.3	188
103708at1763	Complete	NODE_5_length_106117_cov_26.441098	926	2380	+	973.4	476
103712at1763	Complete	NODE_34_length_50438_cov_25.530569	31482	30832	-	442.5	210
103717at1763	Complete	NODE_58_length_26147_cov_27.231991	3325	4029	+	405.1	225
103722at1763	Complete	NODE_8_length_98811_cov_26.943788	42979	44502	+	883.0	490
103727at1763	Complete	NODE_2_length_141379_cov_27.290965	44215	46062	+	1137.7	616
103730at1763	Complete	NODE_40_length_40978_cov_26.731327	30478	31086	+	366.3	181
103731at1763	Complete	NODE_102_length_6939_cov_22.503060	1506	1976	+	266.4	166
103734at1763	Complete	NODE_43_length_36700_cov_24.963793	34671	35387	+	419.3	210
103735at1763	Complete	NODE_64_length_22320_cov_25.903655	10656	12575	+	1220.3	611
103758at1763	Complete	NODE_41_length_40471_cov_25.802545	15634	15876	+	171.2	80
103774at1763	Complete	NODE_9_length_97919_cov_26.930510	32657	31788	-	503.0	281
103790at1763	Complete	NODE_15_length_78221_cov_25.797029	30544	29756	-	380.4	218
103800at1763	Complete	NODE_24_length_64205_cov_27.166604	48585	49493	+	601.2	301
103830at1763	Complete	NODE_102_length_6939_cov_22.503060	3935	5491	+	976.6	511
103832at1763	Complete	NODE_33_length_54385_cov_23.969360	777	1751	+	590.7	302
103836at1763	Complete	NODE_3_length_131980_cov_26.711379	11599	12600	+	523.7	318
103837at1763	Complete	NODE_12_length_86089_cov_25.824931	1099	2	-	659.2	353
103867at1763	Complete	NODE_21_length_66119_cov_27.177084	58136	56850	-	677.9	389
103896at1763	Missing
103899at1763	Complete	NODE_6_length_102250_cov_26.717734	12496	13239	+	478.3	245
103902at1763	Complete	NODE_13_length_83864_cov_25.393975	63042	64019	+	419.8	201
103940at1763	Fragmented	NODE_1444_length_484_cov_1.248157	483	58	-	77.6	120
103945at1763	Duplicated	NODE_1_length_348435_cov_26.263884	103768	104322	+	277.6	180
103945at1763	Duplicated	NODE_1_length_348435_cov_26.263884	244668	244114	-	277.6	180
103947at1763	Complete	NODE_7_length_101874_cov_25.599713	11729	12067	+	226.7	111
103950at1763	Complete	NODE_81_length_13938_cov_26.976336	9081	8776	-	167.9	92
104010at1763	Missing
104051at1763	Complete	NODE_4_length_113218_cov_24.295605	41913	42623	+	398.7	220
104052at1763	Complete	NODE_43_length_36700_cov_24.963793	35439	35867	+	304.1	142
104053at1763	Complete	NODE_32_length_55836_cov_24.758138	10513	11727	+	717.8	389
104062at1763	Duplicated	NODE_1_length_348435_cov_26.263884	301884	300817	-	424.1	283
104062at1763	Duplicated	NODE_1_length_348435_cov_26.263884	46552	47619	+	424.1	283
104087at1763	Complete	NODE_33_length_54385_cov_23.969360	19886	19002	-	491.7	255
104102at1763	Complete	NODE_15_length_78221_cov_25.797029	9484	8339	-	739.7	373
104113at1763	Complete	NODE_19_length_70437_cov_26.982248	52982	53611	+	373.5	200
104114at1763	Complete	NODE_8_length_98811_cov_26.943788	88079	87186	-	606.6	297
104115at1763	Complete	NODE_15_length_78221_cov_25.797029	63976	66603	+	1416.5	861
104119at1763	Complete	NODE_45_length_35826_cov_25.505692	33689	34192	+	298.6	158
104128at1763	Complete	NODE_37_length_46606_cov_25.406026	37431	38156	+	412.9	242
104135at1763	Complete	NODE_57_length_26197_cov_25.820789	8088	7816	-	169.6	90
104142at1763	Complete	NODE_3_length_131980_cov_26.711379	45753	44017	-	806.8	392
104155at1763	Duplicated	NODE_28_length_61498_cov_26.124176	16148	17119	+	624.9	320
104155at1763	Duplicated	NODE_28_length_61498_cov_26.124176	45351	44380	-	624.9	320
104157at1763	Complete	NODE_9_length_97919_cov_26.930510	7004	6540	-	305.5	154
104159at1763	Complete	NODE_11_length_86115_cov_26.384342	30539	30015	-	299.6	160
104162at1763	Complete	NODE_19_length_70437_cov_26.982248	34661	35356	+	417.3	220
104167at1763	Complete	NODE_26_length_61803_cov_25.397466	37071	38471	+	829.3	453
104180at1763	Complete	NODE_12_length_86089_cov_25.824931	40334	41086	+	494.3	248
104193at1763	Duplicated	NODE_1_length_348435_cov_26.263884	163980	163216	-	491.7	246
104193at1763	Duplicated	NODE_1_length_348435_cov_26.263884	184456	185220	+	491.7	246
104208at1763	Complete	NODE_32_length_55836_cov_24.758138	41398	40910	-	255.8	145
104230at1763	Complete	NODE_9_length_97919_cov_26.930510	31714	30284	-	884.2	452
104238at1763	Duplicated	NODE_28_length_61498_cov_26.124176	29192	29980	+	478.5	248
104238at1763	Duplicated	NODE_28_length_61498_cov_26.124176	32307	31519	-	478.5	248
104239at1763	Complete	NODE_3_length_131980_cov_26.711379	36003	37244	+	816.0	398
104241at1763	Complete	NODE_32_length_55836_cov_24.758138	589	1575	+	462.7	271
104259at1763	Complete	NODE_102_length_6939_cov_22.503060	3062	3838	+	404.8	236
104267at1763	Complete	NODE_36_length_47284_cov_27.552799	46859	47161	+	181.9	87
104314at1763	Complete	NODE_4_length_113218_cov_24.295605	112121	111495	-	390.7	207
